collection_id,source_type,source_name,source_url,license,license_url,creator,original_id,image_filename,mask_filename,animal_class,animal_common_name,animal_scientific_name,primary_camouflage,secondary_camouflage,environment,environment_detail,geographic_region,water_or_land,occlusion,object_scale,contrast_level,silhouette_quality,multiple_animals,hardness_level,annotation_status,qa_status,collection_status,split,group_id,notes
UNMAPPED-CGPT-002,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_30 PM.png","ChatGPT Image Sep 20, 2026, 09_15_30 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-003,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_32 PM.png","ChatGPT Image Sep 20, 2026, 09_15_32 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-004,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_33 PM.png","ChatGPT Image Sep 20, 2026, 09_15_33 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-005,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_35 PM.png","ChatGPT Image Sep 20, 2026, 09_15_35 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-006,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_36 PM.png","ChatGPT Image Sep 20, 2026, 09_15_36 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-007,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_37 PM.png","ChatGPT Image Sep 20, 2026, 09_15_37 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-008,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_39 PM.png","ChatGPT Image Sep 20, 2026, 09_15_39 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-009,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_40 PM.png","ChatGPT Image Sep 20, 2026, 09_15_40 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-010,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_41 PM.png","ChatGPT Image Sep 20, 2026, 09_15_41 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-011,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_42 PM.png","ChatGPT Image Sep 20, 2026, 09_15_42 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-012,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_43 PM.png","ChatGPT Image Sep 20, 2026, 09_15_43 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-013,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_44 PM.png","ChatGPT Image Sep 20, 2026, 09_15_44 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-014,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_46 PM.png","ChatGPT Image Sep 20, 2026, 09_15_46 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-015,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_47 PM.png","ChatGPT Image Sep 20, 2026, 09_15_47 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-016,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_48 PM.png","ChatGPT Image Sep 20, 2026, 09_15_48 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-017,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_50 PM.png","ChatGPT Image Sep 20, 2026, 09_15_50 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-018,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_51 PM.png","ChatGPT Image Sep 20, 2026, 09_15_51 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-019,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_53 PM.png","ChatGPT Image Sep 20, 2026, 09_15_53 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-020,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_54 PM.png","ChatGPT Image Sep 20, 2026, 09_15_54 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-021,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_56 PM.png","ChatGPT Image Sep 20, 2026, 09_15_56 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,DUPLICATE,UNASSIGNED,GRP-CGPT-SEP20,EXACT_SHA256_DUPLICATE among ChatGPT Sep20 set; LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-022,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_15_59 PM.png","ChatGPT Image Sep 20, 2026, 09_15_59 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,DUPLICATE,UNASSIGNED,GRP-CGPT-SEP20,EXACT_SHA256_DUPLICATE among ChatGPT Sep20 set; LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-023,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_16_00 PM.png","ChatGPT Image Sep 20, 2026, 09_16_00 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
UNMAPPED-CGPT-024,other,ChatGPT image export (Downloads),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"ChatGPT Image Sep 20, 2026, 09_16_02 PM.png","ChatGPT Image Sep 20, 2026, 09_16_02 PM.png",,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_STARTED,NOT_CHECKED,LICENSE_UNCLEAR,UNASSIGNED,GRP-CGPT-SEP20,LOCATED in Downloads; filename indicates ChatGPT export; NOT matched to CAND-001..044; do not invent CAND mapping; NOT copied to staging/images (not a verified candidate); possible synthetic imagery; research license/provenance unclear; REJECTED_FROM_VERIFIED_STAGING
